,id,DepthTimestamp,DepthPath,RGBTimestamp,RGBPath
366,1315109545,986250,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014b/d-1315109545.986250-309273178.pgm,973219,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014a\r-1315109545.973219-308719291.ppm
367,1315109545,986250,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014b/d-1315109545.986250-309273178.pgm,973219,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014b\r-1315109545.973219-308719291.ppm
368,1315109546,993568,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014a/d-1315109546.993568-369337828.pgm,981099,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014a\r-1315109546.981099-368727916.ppm
369,1315109546,993568,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014a/d-1315109546.993568-369337828.pgm,981099,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014b\r-1315109546.981099-368727916.ppm
370,1315109546,993568,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014b/d-1315109546.993568-369337828.pgm,981099,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014a\r-1315109546.981099-368727916.ppm
371,1315109546,993568,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014b/d-1315109546.993568-369337828.pgm,981099,D:\NYU Data\nyu_depth_v2_raw\bathroom_0014b\r-1315109546.981099-368727916.ppm
372,1315330334,231076,D:/NYU Data/nyu_depth_v2_raw/bathroom_0014b/d-1315109547.026189-371339983.pgm,237859,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330334.231076-2714123184.ppm
373,1315330311,993701,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330311.993701-1380133520.pgm,981778,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330311.981778-1379931422.ppm
374,1315330312,969687,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330312.969687-1438196015.pgm,991006,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330312.991006-1439940047.ppm
375,1315330313,993539,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330313.993539-1500262820.pgm,983061,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330313.983061-1499948672.ppm
376,1315330314,969600,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330314.969600-1558325315.pgm,990918,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330314.990918-1559957297.ppm
377,1315330315,993407,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330315.993407-1620392120.pgm,984321,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330315.984321-1619965922.ppm
378,1315330316,969412,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330316.969412-1678454615.pgm,992764,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330316.992764-1679974547.ppm
379,1315330317,977216,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330317.977216-1738519265.pgm,984621,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330317.984621-1739983172.ppm
380,1315330318,969313,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330318.969313-1798583915.pgm,992633,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330318.992633-1799991797.ppm
381,1315330319,977708,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330319.977708-1858648565.pgm,987632,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330319.987632-1860000422.ppm
382,1315330320,969212,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330320.969212-1918713215.pgm,990519,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330320.990519-1920009047.ppm
383,1315330321,977635,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330321.977635-1978777865.pgm,987404,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330321.987404-1980017672.ppm
384,1315330322,977921,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330322.977921-2038842515.pgm,990495,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330322.990495-2040026297.ppm
385,1315330323,848184,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330323.848184-2088896390.pgm,790664,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330323.790664-2088033197.ppm
386,1315330324,973174,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330324.973174-2158971815.pgm,991413,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330324.991413-2160043547.ppm
387,1315330325,991279,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330325.991279-2219036465.pgm,985236,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330325.985236-2220052172.ppm
388,1315330326,975672,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330326.975672-2279101115.pgm,991169,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330326.991169-2280060797.ppm
389,1315330327,983597,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330327.983597-2339165765.pgm,999350,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330327.999350-2340069422.ppm
390,1315330328,979687,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330328.979687-2399230415.pgm,952360,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330328.952360-2398077759.ppm
391,1315330329,994754,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330329.994754-2459295065.pgm,990019,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330329.990019-2460086672.ppm
392,1315330330,979669,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330330.979669-2519359715.pgm,968084,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330330.968084-2518095009.ppm
393,1315330331,998335,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330331.998335-2579424365.pgm,991898,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330331.991898-2580103922.ppm
394,1315330332,979464,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330332.979464-2639489015.pgm,997893,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330332.997893-2640112547.ppm
395,1315330333,994886,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330333.994886-2699553665.pgm,989775,D:\NYU Data\nyu_depth_v2_raw\bathroom_0015\r-1315330333.989775-2700121172.ppm
396,1315330681,447681,D:/NYU Data/nyu_depth_v2_raw/bathroom_0015/d-1315330334.237859-2713568750.pgm,428389,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330681.447681-2072281017.ppm
397,1315330672,859876,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330672.859876-1556601210.pgm,875669,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330672.875669-1558207129.ppm
398,1315330673,988778,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330673.988778-1624674480.pgm,975952,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330673.975952-1624216617.ppm
399,1315330674,996154,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330674.996154-1684739130.pgm,985527,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330674.985527-1684225242.ppm
400,1315330675,988099,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330675.988099-1744803780.pgm,977977,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330675.977977-1744233867.ppm
401,1315330676,995980,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330676.995980-1804868430.pgm,985200,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330676.985200-1804242492.ppm
402,1315330677,987986,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330677.987986-1864933080.pgm,977109,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330677.977109-1864251117.ppm
403,1315330678,995910,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330678.995910-1924997730.pgm,984979,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330678.984979-1924259742.ppm
404,1315330679,988478,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330679.988478-1985062380.pgm,975674,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330679.975674-1984268367.ppm
405,1315330680,995721,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330680.995721-2045127030.pgm,983476,D:\NYU Data\nyu_depth_v2_raw\bathroom_0016\r-1315330680.983476-2044276992.ppm
406,1315330860,976116,D:/NYU Data/nyu_depth_v2_raw/bathroom_0016/d-1315330681.428389-2071155045.pgm,992401,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330860.976116-4253894612.ppm
407,1315330831,990313,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330831.990313-2514943813.pgm,997374,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330831.997374-2515644775.ppm
408,1315330832,998897,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330832.998897-2575008463.pgm,976501,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330832.976501-2573653112.ppm
409,1315330833,990846,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330833.990846-2635073113.pgm,965402,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330833.965402-2633661737.ppm
410,1315330834,998156,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330834.998156-2695137763.pgm,974075,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330834.974075-2693670362.ppm
411,1315330835,990124,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330835.990124-2755202413.pgm,997405,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330835.997405-2755679275.ppm
412,1315330836,998691,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330836.998691-2815267063.pgm,976379,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330836.976379-2813687612.ppm
413,1315330837,958624,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330837.958624-2873329558.pgm,995551,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330837.995551-2875696525.ppm
414,1315330838,997914,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330838.997914-2935396363.pgm,976228,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330838.976228-2933704862.ppm
415,1315330839,973801,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330839.973801-2993458858.pgm,995719,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330839.995719-2995713775.ppm
416,1315330840,998387,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330840.998387-3055525663.pgm,973163,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330840.973163-3053722112.ppm
417,1315330841,968819,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330841.968819-3113588158.pgm,995179,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330841.995179-3115731025.ppm
418,1315330842,975843,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330842.975843-3173652808.pgm,971163,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330842.971163-3173739362.ppm
419,1315330843,968469,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330843.968469-3233717458.pgm,995064,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330843.995064-3235748275.ppm
420,1315330844,978666,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330844.978666-3293782108.pgm,972853,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330844.972853-3293756612.ppm
421,1315330845,970953,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330845.970953-3353846758.pgm,994913,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330845.994913-3355765525.ppm
422,1315330846,976109,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330846.976109-3413911408.pgm,971347,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330846.971347-3413773862.ppm
423,1315330847,983213,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330847.983213-3473976058.pgm,962812,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330847.962812-3473782487.ppm
424,1315330848,975693,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330848.975693-3534040708.pgm,970789,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330848.970789-3533791112.ppm
425,1315330849,983734,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330849.983734-3594105358.pgm,996025,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330849.996025-3595800025.ppm
426,1315330850,982009,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330850.982009-3654170008.pgm,997623,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330850.997623-3655808650.ppm
427,1315330851,978556,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330851.978556-3714234658.pgm,973671,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330851.973671-3713816987.ppm
428,1315330852,982029,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330852.982029-3774299308.pgm,997634,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330852.997634-3775825900.ppm
429,1315330853,979557,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330853.979557-3834363958.pgm,974005,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330853.974005-3833834237.ppm
430,1315330854,982823,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330854.982823-3894428608.pgm,996370,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330854.996370-3895843150.ppm
431,1315330855,990713,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330855.990713-3954493258.pgm,972297,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330855.972297-3953851487.ppm
432,1315330856,982724,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330856.982724-4014557908.pgm,998357,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330856.998357-4015860400.ppm
433,1315330857,990601,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330857.990601-4074622558.pgm,972246,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330857.972246-4073868737.ppm
434,1315330858,982608,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330858.982608-4134687208.pgm,996138,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330858.996138-4135877650.ppm
435,1315330859,990496,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330859.990496-4194751858.pgm,972098,D:\NYU Data\nyu_depth_v2_raw\bathroom_0017\r-1315330859.972098-4193885987.ppm
436,1315424031,206255,D:/NYU Data/nyu_depth_v2_raw/bathroom_0017/d-1315330860.992401-4254816508.pgm,135042,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424031.206255-1059585446.ppm
437,1315424021,965770,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424021.965770-503366531.pgm,985227,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424021.985227-505505809.ppm
438,1315424022,385748,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424022.385748-521385926.pgm,283658,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424022.283658-521508109.ppm
439,1315424023,989389,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424023.989389-625497986.pgm,944914,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424023.944914-621522484.ppm
440,1315424024,947489,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424024.947489-679556171.pgm,930533,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424024.930533-679530821.ppm
441,1315424025,992055,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424025.992055-741622976.pgm,959620,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424025.959620-741539734.ppm
442,1315424026,680123,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424026.680123-787672541.pgm,699159,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424026.699159-787546346.ppm
443,1315424028,917803,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424028.917803-893786756.pgm,984433,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424028.984433-925566184.ppm
444,1315424029,941881,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424029.941881-973872956.pgm,870495,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424029.870495-973573084.ppm
445,1315424030,936014,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424030.936014-1035939761.pgm,893690,D:\NYU Data\nyu_depth_v2_raw\bathroom_0018\r-1315424030.893690-1035581996.ppm
446,1315427495,304605,D:/NYU Data/nyu_depth_v2_raw/bathroom_0018/d-1315424031.135042-1051957001.pgm,284189,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427495.304605-549245622.ppm
447,1315427470,988384,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427470.988384-3385054524.pgm,970875,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427470.970875-3384003043.ppm
448,1315427471,992326,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427471.992326-3445119174.pgm,971818,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427471.971818-3444011668.ppm
449,1315427472,968228,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427472.968228-3503181669.pgm,979822,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427472.979822-3504020293.ppm
450,1315427473,992256,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427473.992256-3565248474.pgm,971708,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427473.971708-3564028918.ppm
451,1315427474,968135,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427474.968135-3623310969.pgm,979662,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427474.979662-3624037543.ppm
452,1315427475,960118,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427475.960118-3683375619.pgm,971697,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427475.971697-3684046168.ppm
453,1315427476,968032,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427476.968032-3743440269.pgm,979535,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427476.979535-3744054793.ppm
454,1315427477,894974,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427477.894974-3799500609.pgm,878596,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427477.878596-3798062555.ppm
455,1315427478,974892,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427478.974892-3863569569.pgm,981985,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427478.981985-3864072043.ppm
456,1315427479,998912,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427479.998912-3925636374.pgm,974087,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427479.974087-3924080668.ppm
457,1315427480,974786,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427480.974786-3983698869.pgm,981940,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427480.981940-3984089293.ppm
458,1315427481,966825,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427481.966825-4043763519.pgm,973946,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427481.973946-4044097918.ppm
459,1315427482,976724,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427482.976724-4103828169.pgm,984147,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427482.984147-4104106543.ppm
460,1315427483,983336,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427483.983336-4163892819.pgm,971114,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427483.971114-4164115168.ppm
461,1315427484,974578,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427484.974578-4223957469.pgm,981542,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427484.981542-4224123793.ppm
462,1315427485,982738,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427485.982738-4284022119.pgm,970979,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427485.970979-4284132418.ppm
463,1315427486,974452,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427486.974452-49119473.pgm,981330,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427486.981330-49173747.ppm
464,1315427487,982697,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427487.982697-109184123.pgm,970856,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427487.970856-109182372.ppm
465,1315427488,985672,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427488.985672-169248773.pgm,979864,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427488.979864-169190997.ppm
466,1315427489,976570,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427489.976570-229313423.pgm,971771,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427489.971771-229199622.ppm
467,1315427490,986178,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427490.986178-289378073.pgm,969728,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427490.969728-289208247.ppm
468,1315427491,982369,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427491.982369-349442723.pgm,977629,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427491.977629-349216872.ppm
469,1315427492,980420,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427492.980420-409507373.pgm,968587,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427492.968587-409225497.ppm
470,1315427493,988097,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427493.988097-469572023.pgm,976479,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427493.976479-469234122.ppm
471,1315427494,996024,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427494.996024-529636673.pgm,984406,D:\NYU Data\nyu_depth_v2_raw\bathroom_0019\r-1315427494.984406-529242747.ppm
472,1315443295,777121,D:/NYU Data/nyu_depth_v2_raw/bathroom_0019/d-1315427495.284189-547656068.pgm,769811,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443295.777121-1614470560.ppm
473,1315443285,990561,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443285.990561-1027737920.pgm,967588,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443285.967588-1026386035.ppm
474,1315443286,998738,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443286.998738-1087802570.pgm,976973,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443286.976973-1086394660.ppm
475,1315443287,973906,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443287.973906-1145865065.pgm,999451,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443287.999451-1148403573.ppm
476,1315443288,998397,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443288.998397-1207931870.pgm,976754,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443288.976754-1206411910.ppm
477,1315443289,973763,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443289.973763-1265994365.pgm,999358,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443289.999358-1268420823.ppm
478,1315443290,997815,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443290.997815-1328061170.pgm,976632,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443290.976632-1326429160.ppm
479,1315443291,973698,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443291.973698-1386123665.pgm,967234,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443291.967234-1386437785.ppm
480,1315443292,997710,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443292.997710-1448190470.pgm,976189,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443292.976189-1446446410.ppm
481,1315443293,979865,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443293.979865-1506252965.pgm,975106,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443293.975106-1506455035.ppm
482,1315443294,970184,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443294.970184-1566317615.pgm,979449,D:\NYU Data\nyu_depth_v2_raw\bathroom_0020\r-1315443294.979449-1566463660.ppm
483,1315443490,799001,D:/NYU Data/nyu_depth_v2_raw/bathroom_0020/d-1315443295.769811-1614369335.pgm,812072,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443490.799001-431250547.ppm
484,1315443484,982140,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443484.982140-81686297.pgm,976435,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443484.976435-81200235.ppm
485,1315443485,980294,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443485.980294-141750947.pgm,998745,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443485.998745-143209147.ppm
486,1315443486,988271,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443486.988271-201815597.pgm,976623,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443486.976623-201217485.ppm
487,1315443487,980155,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443487.980155-261880247.pgm,968375,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443487.968375-261226110.ppm
488,1315443488,988257,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443488.988257-321944897.pgm,976514,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443488.976514-321234735.ppm
489,1315443489,980068,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443489.980068-382009547.pgm,968124,D:\NYU Data\nyu_depth_v2_raw\bathroom_0021\r-1315443489.968124-381243360.ppm
490,1315445010,451260,D:/NYU Data/nyu_depth_v2_raw/bathroom_0021/d-1315443490.812072-432063422.pgm,467413,D:\NYU Data\nyu_depth_v2_raw\bathroom_0022\r-1315445010.451260-2300429151.ppm
491,1315445004,989128,D:/NYU Data/nyu_depth_v2_raw/bathroom_0022/d-1315445004.989128-1971956175.pgm,984283,D:\NYU Data\nyu_depth_v2_raw\bathroom_0022\r-1315445004.984283-1972382001.ppm
